Symbol,Name,Market Cap,Sector
HLEGLAS.NS,HLE Glascoat Limited,17786576896.0,Industrials
HLVLTD.NS,HLV Limited,7634231296.0,Consumer Cyclical
HMAAGRO.NS,HMA Agro Industries Limited,15113238528.0,Consumer Defensive
HMT.NS,HMT Limited,17048320000.0,Industrials
HMVL.NS,Hindustan Media Ventures Limited,5939996160.0,Communication Services
HNDFDS.NS,Hindustan Foods Limited,59050627072.0,Industrials
HOMEFIRST.NS,Home First Finance Company India Limited,118199566336.0,Financial Services
HONASA.NS,Honasa Consumer Limited,79799672832.0,Consumer Defensive
HONAUT.NS,Honeywell Automation India Limited,301186383872.0,Industrials
HONDAPOWER.NS,Honda India Power Products Limited,20517939200.0,Industrials
HOVS.NS,HOV Services Limited,589194112.0,Technology
HPAL.NS,HP Adhesives Limited,4555147776.0,Basic Materials
HPIL.NS,Hindprakash Industries Limited,1348158080.0,Basic Materials
HPL.NS,HPL Electric & Power Limited,24701036544.0,Industrials
HSCL.NS,Himadri Speciality Chemical Limited,205688520704.0,Basic Materials
HTMEDIA.NS,HT Media Limited,3592011520.0,Communication Services
HUBTOWN.NS,Hubtown Limited,22338684928.0,Real Estate
HUDCO.NS,Housing and Urban Development Corporation Limited,413552508928.0,Financial Services
HUHTAMAKI.NS,Huhtamaki India Limited,14439636992.0,Consumer Cyclical
HYBRIDFIN.NS,Hybrid Financial Services Limited,330569632.0,Financial Services
HYUNDAI.NS,,1395132858368.0,Consumer Cyclical
ICDSLTD.NS,ICDS Limited,539358720.0,Real Estate
ICEMAKE.NS,Ice Make Refrigeration Limited,12497522688.0,Industrials
ICICIBANK.NS,ICICI Bank Limited,9942163521536.0,Financial Services
ICICIGI.NS,ICICI Lombard General Insurance Company Limited,877595852800.0,Financial Services
ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited,833666023424.0,Financial Services
ICIL.NS,Indo Count Industries Limited,62139441152.0,Consumer Cyclical
ICRA.NS,ICRA Limited,55804002304.0,Financial Services
IDBI.NS,IDBI Bank Limited,820408156160.0,Financial Services
IDEA.NS,Vodafone Idea Limited,712896937984.0,Communication Services
IDEAFORGE.NS,ideaForge Technology Limited,19575136256.0,Technology
IDFCFIRSTB.NS,IDFC First Bank Limited,484449353728.0,Financial Services
IEL.NS,Indiabulls Enterprises Limited,2777718016.0,Industrials
IEX.NS,Indian Energy Exchange Limited,166992248832.0,Financial Services
IFBAGRO.NS,IFB Agro Industries Limited,4462491136.0,Consumer Defensive
IFBIND.NS,IFB Industries Limited,50425647104.0,Consumer Cyclical
IFCI.NS,IFCI Limited,103811760128.0,Financial Services
IFGLEXPOR.NS,IFGL Refractories Limited,12981242880.0,Basic Materials
IGARASHI.NS,Igarashi Motors India Limited,13744544768.0,Consumer Cyclical
IGIL.NS,International Gemmological Institute (India) Limited,148555005952.0,Basic Materials
IGL.NS,Indraprastha Gas Limited,278806822912.0,Utilities
IGPL.NS,I G Petrochemicals Limited,12719792128.0,Basic Materials
IIFL.NS,IIFL Finance Limited,157410623488.0,Financial Services
IIFLCAPS.NS,IIFL Capital Services Limited,69545172992.0,Financial Services
IITL.NS,Industrial Investment Trust Limited,3825938176.0,Financial Services
IKIO.NS,IKIO Technologies Limited,16551110656.0,Technology
IKS.NS,,255598116864.0,Healthcare
IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited,5105511936.0,Industrials
IL&FSTRANS.NS,IL&FS Transportation Networks Limited,980300800.0,Industrials
IMAGICAA.NS,Imagicaaworld Entertainment Limited,32968243200.0,Communication Services
IMFA.NS,Indian Metals and Ferro Alloys Limited,31304169472.0,Basic Materials
IMPAL.NS,India Motor Parts & Accessories Limited,12178608128.0,Consumer Cyclical
IMPEXFERRO.NS,Impex Ferro Tech Limited,162506864.0,Basic Materials
INCREDIBLE.NS,Incredible Industries Limited,1691914240.0,Basic Materials
INDBANK.NS,Indbank Merchant Banking Services Limited,1352523392.0,Financial Services
INDGN.NS,,131884392448.0,Healthcare
INDHOTEL.NS,The Indian Hotels Company Limited,1016820793344.0,Consumer Cyclical
INDIACEM.NS,The India Cements Limited,94859165696.0,Basic Materials
INDIAGLYCO.NS,India Glycols Limited,43178905600.0,Basic Materials
INDIAMART.NS,IndiaMART InterMESH Limited,134705446912.0,Communication Services
INDIANB.NS,Indian Bank,746889347072.0,Financial Services
INDIANCARD.NS,The Indian Card Clothing Company Limited,1771642112.0,Consumer Cyclical
INDIANHUME.NS,The Indian Hume Pipe Company Limited,19544948736.0,Industrials
INDIASHLTR.NS,India Shelter Finance Corporation Limited,91402534912.0,Financial Services
INDIGO.NS,InterGlobe Aviation Limited,1954028847104.0,Industrials
INDIGOPNTS.NS,Indigo Paints Limited,45360144384.0,Basic Materials
INDNIPPON.NS,India Nippon Electricals Limited,13210860544.0,Consumer Cyclical
INDOAMIN.NS,Indo Amines Limited,8860140544.0,Basic Materials
INDOBORAX.NS,Indo Borax & Chemicals Limited,5853536768.0,Basic Materials
INDOCO.NS,Indoco Remedies Limited,22300434432.0,Healthcare
INDOFARM.NS,,6775275520.0,Industrials
INDORAMA.NS,Indo Rama Synthetics (India) Limited,9665802240.0,Consumer Cyclical
INDOSTAR.NS,IndoStar Capital Finance Limited,38370979840.0,Financial Services
INDOTECH.NS,Indo Tech Transformers Limited,23646492672.0,Industrials
INDOTHAI.NS,Indo Thai Securities Limited,21454299136.0,Financial Services
INDOUS.NS,Indo Us Bio-Tech Limited,2843373568.0,Basic Materials
INDOWIND.NS,Indowind Energy Limited,2268203264.0,Utilities
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,34330122240.0,Healthcare
INDSWFTLAB.NS,Ind-Swift Laboratories Limited,4274862080.0,Healthcare
INDSWFTLTD.NS,Ind-Swift Limited,686831744.0,Healthcare
INDTERRAIN.NS,Indian Terrain Fashions Limited,1480317440.0,Consumer Cyclical
INDUSINDBK.NS,IndusInd Bank Limited,639914999808.0,Financial Services
INDUSTOWER.NS,Indus Towers Limited,1013755084800.0,Communication Services
INFIBEAM.NS,Infibeam Avenues Limited,45101400064.0,Technology
INFOBEAN.NS,InfoBeans Technologies Limited,7252154880.0,Technology
INFOMEDIA.NS,Infomedia Press Limited,302671040.0,Financial Services
INFY.NS,Infosys Limited,6248685633536.0,Technology
INGERRAND.NS,Ingersoll-Rand (India) Limited,111892774912.0,Industrials
INNOVACAP.NS,Innova Captab Limited,48274923520.0,Healthcare
INNOVANA.NS,,6825475072.0,Technology
INOXGREEN.NS,Inox Green Energy Services Limited,48431284224.0,Utilities
INOXINDIA.NS,INOX India Limited,88567029760.0,Industrials
INOXWIND.NS,Inox Wind Limited,203793760256.0,Industrials
INSECTICID.NS,Insecticides (India) Limited,19441580032.0,Basic Materials
INSPIRISYS.NS,Inspirisys Solutions Limited,3148751360.0,Technology
INTELLECT.NS,Intellect Design Arena Limited,120400011264.0,Technology
INTENTECH.NS,Intense Technologies Limited,2020235392.0,Technology
INTERARCH.NS,Interarch Building Solutions Limited,27240335360.0,Industrials
INTLCONV.NS,International Conveyors Limited,4303434240.0,Industrials
INVENTURE.NS,Inventure Growth & Securities Limited,1470000000.0,Financial Services
IOB.NS,Indian Overseas Bank,667048607744.0,Financial Services
IOC.NS,Indian Oil Corporation Limited,1967789309952.0,Energy
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,18075455488.0,Healthcare
IONEXCHANG.NS,Ion Exchange (India) Limited,62780801024.0,Industrials
IPCALAB.NS,Ipca Laboratories Limited,340482293760.0,Healthcare
IPL.NS,India Pesticides Limited,15891480576.0,Basic Materials
IRB.NS,IRB Infrastructure Developers Limited,271332278272.0,Industrials
IRCON.NS,Ircon International Limited,138490970112.0,Industrials
IRCTC.NS,Indian Railway Catering & Tourism Corporation Limited,575278219264.0,Industrials
IREDA.NS,Indian Renewable Energy Development Agency Limited,415903973376.0,Financial Services
IRFC.NS,Indian Railway Finance Corporation Limited,1517122093056.0,Financial Services
IRIS.NS,IRIS Business Services Limited,5386809856.0,Technology
IRISDOREME.NS,Iris Clothings Limited,4671468032.0,Consumer Cyclical
IRMENERGY.NS,IRM Energy Limited,10757641216.0,Utilities
ISFT.NS,IntraSoft Technologies Limited,1532484224.0,Consumer Cyclical
ISGEC.NS,Isgec Heavy Engineering Limited,75906670592.0,Industrials
ISHANCH.NS,Ishan Dyes and Chemicals Limited,784778560.0,Basic Materials
ITC.NS,ITC Limited,5328503570432.0,Consumer Defensive
ITCHOTELS.NS,,377836437504.0,Consumer Cyclical
ITDC.NS,India Tourism Development Corporation Limited,45263265792.0,Consumer Cyclical
ITDCEM.NS,ITD Cementation India Limited,89894854656.0,Industrials
ITI.NS,ITI Limited,231189413888.0,Technology
IVC.NS,IL&FS Investment Managers Limited,2863825152.0,Financial Services
IVP.NS,IVP Limited,1647396480.0,Basic Materials
IWEL.NS,Inox Wind Energy Limited,108663324672.0,Industrials
IXIGO.NS,,58902863872.0,Consumer Cyclical
IZMO.NS,IZMO Limited,4236430336.0,Technology
J&KBANK.NS,The Jammu and Kashmir Bank Limited,97728765952.0,Financial Services
JAGRAN.NS,Jagran Prakashan Limited,14936994816.0,Communication Services
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,13520899072.0,Healthcare
JAIBALAJI.NS,Jai Balaji Industries Limited,102874546176.0,Basic Materials
JAICORPLTD.NS,Jai Corp Limited,14592976896.0,Basic Materials
JAIPURKURT.NS,Nandani Creation Limited,589541824.0,Consumer Cyclical
JAMNAAUTO.NS,Jamna Auto Industries Limited,32500973568.0,Consumer Cyclical
JASH.NS,Jash Engineering Limited,34653483008.0,Industrials
JAYAGROGN.NS,Jayant Agro-Organics Limited,6840000000.0,Basic Materials
JAYBARMARU.NS,Jay Bharat Maruti Limited,6477474304.0,Consumer Cyclical
JAYNECOIND.NS,Jayaswal Neco Industries Limited,37033865216.0,Basic Materials
JAYSREETEA.NS,Jay Shree Tea & Industries Limited,2685622528.0,Consumer Defensive
JBCHEPHARM.NS,J. B. Chemicals & Pharmaceuticals Limited,237181026304.0,Healthcare
JBMA.NS,JBM Auto Limited,146694488064.0,Consumer Cyclical
JCHAC.NS,Johnson Controls-Hitachi Air Conditioning India Limited,46542663680.0,Consumer Cyclical
JETFREIGHT.NS,Jet Freight Logistics Limited,586080000.0,Industrials
JGCHEM.NS,,12255048704.0,Basic Materials
JHS.NS,JHS Svendgaard Laboratories Limited,1210440576.0,Consumer Defensive
JINDALPHOT.NS,Jindal Photo Limited,9247859712.0,Financial Services
JINDALPOLY.NS,Jindal Poly Films Limited,26837084160.0,Consumer Cyclical
JINDALSAW.NS,Jindal Saw Limited,128077160448.0,Basic Materials
JINDALSTEL.NS,Jindal Steel & Power Limited,858697695232.0,Basic Materials
JINDRILL.NS,Jindal Drilling & Industries Limited,17206079488.0,Energy
JINDWORLD.NS,Jindal Worldwide Limited,66553266176.0,Consumer Cyclical
JIOFIN.NS,Jio Financial Services Limited,1571131621376.0,Financial Services
JISLDVREQS.NS,Jain Irrigation Systems Limited,32765702144.0,Industrials
JISLJALEQS.NS,Jain Irrigation Systems Limited,33597702144.0,Industrials
JITFINFRA.NS,JITF Infralogistics Limited,9207239680.0,Industrials
JKCEMENT.NS,J.K. Cement Limited,391749763072.0,Basic Materials
JKIL.NS,J. Kumar Infraprojects Limited,47094157312.0,Industrials
JKLAKSHMI.NS,JK Lakshmi Cement Limited,89999900672.0,Basic Materials
JKPAPER.NS,JK Paper Limited,51887828992.0,Basic Materials
JKTYRE.NS,JK Tyre & Industries Limited,87809712128.0,Consumer Cyclical
JLHL.NS,Jupiter Life Line Hospitals Limited,93737762816.0,Healthcare
JMA.NS,Jullundur Motor Agency (Delhi) Limited,2145236096.0,Consumer Cyclical
JMFINANCIL.NS,JM Financial Limited,94867415040.0,Financial Services
JNKINDIA.NS,JNK India Limited,18856464384.0,Industrials
JOCIL.NS,Jocil Limited,1296026112.0,Basic Materials
JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited,9481734144.0,Financial Services
JPPOWER.NS,Jaiprakash Power Ventures Limited,90121830400.0,Utilities
JSFB.NS,Jana Small Finance Bank Limited,50508345344.0,Financial Services
JSL.NS,Jindal Stainless Limited,481627144192.0,Basic Materials
JSWENERGY.NS,JSW Energy Limited,799062753280.0,Utilities
JSWHL.NS,JSW Holdings Limited,243046203392.0,Industrials
JSWINFRA.NS,JSW Infrastructure Limited,585654403072.0,Industrials
JSWSTEEL.NS,JSW Steel Limited,2333342957568.0,Basic Materials
JTEKTINDIA.NS,JTEKT India Limited,33732069376.0,Consumer Cyclical
JTLIND.NS,JTL Industries Limited,24099727360.0,Basic Materials
JUBLCPL.NS,Jubilant Agri and Consumer Products Limited,21181970432.0,Basic Materials
JUBLFOOD.NS,Jubilant FoodWorks Limited,438837149696.0,Consumer Cyclical
JUBLINGREA.NS,Jubilant Ingrevia Limited,110158479360.0,Basic Materials
JUBLPHARMA.NS,Jubilant Pharmova Limited,136546123776.0,Healthcare
JUNIPER.NS,Juniper Hotels Limited,64325328896.0,Consumer Cyclical
JUSTDIAL.NS,Just Dial Limited,74462945280.0,Communication Services
JWL.NS,Jupiter Wagons Limited,140912115712.0,Industrials
JYOTHYLAB.NS,Jyothy Labs Limited,132949827584.0,Consumer Defensive
JYOTICNC.NS,Jyoti CNC Automation Limited,258466250752.0,Industrials
JYOTISTRUC.NS,Jyoti Structures Limited,20260388864.0,Industrials
KABRAEXTRU.NS,Kabra Extrusiontechnik Limited,8562183680.0,Industrials
KAJARIACER.NS,Kajaria Ceramics Limited,134361858048.0,Industrials
KAKATCEM.NS,Kakatiya Cement Sugar and Industries Limited,1096425216.0,Basic Materials
KALAMANDIR.NS,Sai Silks (Kalamandir) Limited,16805267456.0,Consumer Cyclical
KALYANI.NS,Kalyani Commercials Limited,,Consumer Cyclical
KALYANIFRG.NS,Kalyani Forge Limited,2579342080.0,Consumer Cyclical
KALYANKJIL.NS,Kalyan Jewellers India Limited,538824278016.0,Consumer Cyclical
KAMATHOTEL.NS,Kamat Hotels (India) Limited,6609438208.0,Consumer Cyclical
KAMDHENU.NS,Kamdhenu Limited,7330027008.0,Basic Materials
KAMOPAINTS.NS,Kamdhenu Ventures Limited,3300727552.0,Basic Materials
KANANIIND.NS,Kanani Industries Limited,415522784.0,Consumer Cyclical
KANORICHEM.NS,Kanoria Chemicals & Industries Limited,3607278848.0,Basic Materials
KANPRPLA.NS,Kanpur Plastipack Limited,2914006016.0,Consumer Cyclical
KANSAINER.NS,Kansai Nerolac Paints Limited,204790775808.0,Basic Materials
KAPSTON.NS,Kapston Services Limited,4056402688.0,Industrials
KARMAENG.NS,Karma Energy Limited,589602112.0,Utilities
KARURVYSYA.NS,The Karur Vysya Bank Limited,168477392896.0,Financial Services
KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Limited,304098688.0,Industrials
KAVVERITEL.NS,Kavveri Defence & Wireless Technologies Limited,1444064256.0,Technology
KAYA.NS,Kaya Limited,3207577600.0,Consumer Defensive
KAYNES.NS,Kaynes Technology India Limited,358780534784.0,Industrials
KBCGLOBAL.NS,KBC Global Limited,1934641280.0,Real Estate
KCP.NS,The KCP Limited,24785467392.0,Basic Materials
KCPSUGIND.NS,K.C.P. Sugar and Industries Corporation Limited,3724697088.0,Consumer Defensive
KDDL.NS,KDDL Limited,31227922432.0,Consumer Cyclical
KEC.NS,KEC International Limited,184288772096.0,Industrials
KECL.NS,Kirloskar Electric Company Limited,7630980096.0,Industrials
KEEPLEARN.NS,DSJ Keep Learning Limited,513849600.0,Consumer Defensive
KEI.NS,KEI Industries Limited,305423745024.0,Industrials
KELLTONTEC.NS,Kellton Tech Solutions Limited,9768942592.0,Technology
KERNEX.NS,Kernex Microsystems (India) Limited,11915933696.0,Technology
KESORAMIND.NS,Kesoram Industries Limited,1354495104.0,Basic Materials
KEYFINSERV.NS,Keynote Financial Services Limited,1641880576.0,Financial Services
KFINTECH.NS,KFin Technologies Limited,181375483904.0,Technology
KHADIM.NS,Khadim India Limited,4903227392.0,Consumer Cyclical
KHAICHEM.NS,Khaitan Chemicals and Fertilizers Limited,4964696576.0,Basic Materials
KHAITANLTD.NS,Khaitan (India) Limited,407187072.0,Consumer Cyclical
KHANDSE.NS,Khandwala Securities Limited,351510880.0,Financial Services
KICL.NS,Kalyani Investment Company Limited,18573957120.0,Financial Services
KILITCH.NS,Kilitch Drugs (India) Limited,5765975552.0,Healthcare
KIMS.NS,Krishna Institute of Medical Sciences Limited,252547743744.0,Healthcare
KINGFA.NS,Kingfa Science & Technology (India) Limited,35669057536.0,Basic Materials
KIOCL.NS,KIOCL Limited,141757923328.0,Basic Materials
KIRIINDUS.NS,Kiri Industries Limited,32470648832.0,Basic Materials
KIRLOSBROS.NS,Kirloskar Brothers Limited,142455586816.0,Industrials
KIRLOSENG.NS,Kirloskar Oil Engines Limited,97935163392.0,Industrials
KIRLOSIND.NS,Kirloskar Industries Limited,29875879936.0,Industrials
KIRLPNU.NS,Kirloskar Pneumatic Company Limited,72884944896.0,Industrials
KITEX.NS,Kitex Garments Limited,49766883328.0,Consumer Cyclical
KKCL.NS,Kewal Kiran Clothing Limited,26625167360.0,Consumer Cyclical
KMEW.NS,Knowledge Marine & Engineering Works Limited,15019384832.0,Industrials
KMSUGAR.NS,K.M. Sugar Mills Limited,2363485184.0,Consumer Defensive
KNRCON.NS,KNR Constructions Limited,59039662080.0,Industrials
KOHINOOR.NS,Kohinoor Foods Limited,1254440576.0,Consumer Defensive
KOKUYOCMLN.NS,Kokuyo Camlin Limited,10209944576.0,Industrials
KOLTEPATIL.NS,Kolte-Patil Developers Limited,25309464576.0,Real Estate
KOPRAN.NS,Kopran Limited,8579868160.0,Healthcare
KOTAKBANK.NS,Kotak Mahindra Bank Limited,4182283911168.0,Financial Services
KOTARISUG.NS,Kothari Sugars and Chemicals Limited,2813239040.0,Consumer Defensive
KOTHARIPET.NS,Kothari Petrochemicals Limited,8856383488.0,Basic Materials
KOTHARIPRO.NS,Kothari Products Limited,4034198016.0,Industrials
KPEL.NS,K.P. Energy Limited,22707945472.0,Industrials
KPIGREEN.NS,KPI Green Energy Limited,67671441408.0,Utilities
KPIL.NS,Kalpataru Projects International Limited,158853038080.0,Industrials
KPITTECH.NS,KPIT Technologies Limited,339641237504.0,Technology
KPRMILL.NS,K.P.R. Mill Limited,426686447616.0,Consumer Cyclical
KRBL.NS,KRBL Limited,68701331456.0,Consumer Defensive
KREBSBIO.NS,Krebs Biochemicals & Industries Limited,1613236736.0,Healthcare
KRIDHANINF.NS,Kridhan Infra Limited,332674976.0,Basic Materials
KRISHANA.NS,Krishana Phoschem Limited,20891545600.0,Basic Materials
KRITI.NS,Kriti Industries (India) Limited,5843653632.0,Industrials
KRITIKA.NS,Kritika Wires Limited,2356578048.0,Basic Materials
KRITINUT.NS,Kriti Nutrients Limited,4799910400.0,Consumer Defensive
KRN.NS,,47518720000.0,Technology
KRONOX.NS,,4955981312.0,Basic Materials
KROSS.NS,,9950574592.0,Consumer Cyclical
KRSNAA.NS,Krsnaa Diagnostics Limited,22851491840.0,Healthcare
KRYSTAL.NS,,9206849536.0,Industrials
KSB.NS,KSB Limited,130007138304.0,Industrials
KSCL.NS,Kaveri Seed Company Limited,69803245568.0,Basic Materials
KSHITIJPOL.NS,Kshitij Polyline Limited,171403184.0,Industrials
KSL.NS,Kalyani Steels Limited,31269795840.0,Basic Materials
KSOLVES.NS,Ksolves India Limited,7717070848.0,Technology
KTKBANK.NS,The Karnataka Bank Limited,70738468864.0,Financial Services
KUANTUM.NS,Kuantum Papers Limited,8836312064.0,Basic Materials
LAGNAM.NS,Lagnam Spintex Limited,2046776832.0,Consumer Cyclical
LAKPRE.NS,Lakshmi Precision Screws Limited,55255588.0,Industrials
LAL.NS,Lorenzini Apparels Limited,1554775680.0,Consumer Cyclical
LALPATHLAB.NS,Dr. Lal PathLabs Limited,232161247232.0,Healthcare
LAMBODHARA.NS,Lambodhara Textiles Limited,1364861952.0,Consumer Cyclical
LANCORHOL.NS,Lancor Holdings Limited,1497030272.0,Real Estate
LANDMARK.NS,Landmark Cars Limited,16960927744.0,Consumer Cyclical
LAOPALA.NS,La Opala RG Limited,25779750912.0,Consumer Cyclical
LASA.NS,Lasa Supergenerics Limited,841199168.0,Healthcare
LATENTVIEW.NS,Latent View Analytics Limited,85421228032.0,Industrials
LATTEYS.NS,Latteys Industries Limited,1159690240.0,Industrials
LAURUSLABS.NS,Laurus Labs Limited,314950090752.0,Healthcare
LAXMICOT.NS,Laxmi Cotspin Limited,402799456.0,Consumer Cyclical
LAXMIDENTL.NS,,20275517440.0,Healthcare
LCCINFOTEC.NS,LCC Infotech Limited,710372288.0,Consumer Defensive
LEMONTREE.NS,Lemon Tree Hotels Limited,102757179392.0,Consumer Cyclical
LEXUS.NS,Lexus Granito (India) Limited,613999168.0,Industrials
LFIC.NS,Lakshmi Finance & Industrial Corporation Limited,565500032.0,Financial Services
LGBBROSLTD.NS,L.G. Balakrishnan & Bros Limited,38452568064.0,Consumer Cyclical
LGHL.NS,,11119217664.0,Consumer Cyclical
LIBAS.NS,Libas Consumer Products Limited,306914592.0,Consumer Cyclical
LIBERTSHOE.NS,Liberty Shoes Ltd.,6722223104.0,Consumer Cyclical
LICHSGFIN.NS,LIC Housing Finance Limited,315818672128.0,Financial Services
LICI.NS,Life Insurance Corporation of India,4961013858304.0,Financial Services
LIKHITHA.NS,Likhitha Infrastructure Limited,9923254272.0,Energy
LINC.NS,Linc Limited,6520611328.0,Industrials
LINCOLN.NS,Lincoln Pharmaceuticals Limited,11117485056.0,Healthcare
LINDEINDIA.NS,Linde India Limited,515006136320.0,Basic Materials
LLOYDSENGG.NS,Lloyds Engineering Works Limited,65906626560.0,Industrials
LLOYDSENT.NS,Lloyds Enterprises Limited,59955490816.0,Basic Materials
LLOYDSME.NS,Lloyds Metals and Energy Limited,615090946048.0,Basic Materials
LMW.NS,LMW Limited,171013455872.0,Industrials
LODHA.NS,Macrotech Developers Limited,1235972521984.0,Real Estate
LOKESHMACH.NS,Lokesh Machines Limited,3003859968.0,Industrials
LORDSCHLO.NS,Lords Chloro Alkali Limited,3523857920.0,Basic Materials
LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited,1507666176.0,Healthcare
LOVABLE.NS,Lovable Lingerie Limited,1257555968.0,Consumer Cyclical
LOYALTEX.NS,Loyal Textile Mills Limited,1435436544.0,Consumer Cyclical
LPDC.NS,Landmark Property Development Company Limited,1007413952.0,Real Estate
LT.NS,Larsen & Toubro Limited,4751143993344.0,Industrials
LTF.NS,L&T Finance Limited,403946536960.0,Financial Services
LTFOODS.NS,LT Foods Limited,122476134400.0,Consumer Defensive
LTIM.NS,LTIMindtree Limited,1367627530240.0,Technology
LTTS.NS,L&T Technology Services Limited,433972740096.0,Technology
LUMAXIND.NS,Lumax Industries Limited,21920425984.0,Consumer Cyclical
LUMAXTECH.NS,Lumax Auto Technologies Limited,38567030784.0,Consumer Cyclical
LUPIN.NS,Lupin Limited,922366312448.0,Healthcare
LUXIND.NS,Lux Industries Limited,39860039680.0,Consumer Cyclical
LXCHEM.NS,Laxmi Organic Industries Limited,46809931776.0,Basic Materials
LYKALABS.NS,Lyka Labs Limited,3780845824.0,Healthcare
LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited,176609152.0,Consumer Cyclical
M&M.NS,Mahindra & Mahindra Limited,3626449240064.0,Consumer Cyclical
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,302478950400.0,Financial Services
MAANALU.NS,Maan Aluminium Limited,4565694464.0,Basic Materials
MACPOWER.NS,Macpower CNC Machines Limited,7941334016.0,Industrials
MADHAV.NS,Madhav Marbles and Granites Limited,362793376.0,Industrials
MADHUCON.NS,Madhucon Projects Limited,497377568.0,Industrials
MADRASFERT.NS,Madras Fertilizers Limited,13023404032.0,Basic Materials
MAGADSUGAR.NS,Magadh Sugar & Energy Limited,8936188928.0,Consumer Defensive
MAGNUM.NS,Magnum Ventures Limited,1653454720.0,Basic Materials
MAHABANK.NS,Bank of Maharashtra,372646608896.0,Financial Services
MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited,1574628864.0,Financial Services
MAHASTEEL.NS,Mahamaya Steel Industries Limited,4230544128.0,Basic Materials
MAHEPC.NS,Mahindra EPC Irrigation Limited,3760592384.0,Industrials
MAHESHWARI.NS,Maheshwari Logistics Limited,1650339840.0,Industrials
MAHLIFE.NS,Mahindra Lifespace Developers Limited,47477030912.0,Real Estate
MAHLOG.NS,Mahindra Logistics Limited,20701741056.0,Industrials
MAHSCOOTER.NS,Maharashtra Scooters Ltd.,123806023680.0,Consumer Cyclical
MAHSEAMLES.NS,Maharashtra Seamless Limited,85055864832.0,Basic Materials
MAITHANALL.NS,Maithan Alloys Limited,26798608384.0,Basic Materials
MALLCOM.NS,Mallcom (India) Limited,6991296000.0,Industrials
MALUPAPER.NS,Malu Paper Mills Limited,618907776.0,Basic Materials
MAMATA.NS,,8353118208.0,Industrials
MANAKALUCO.NS,Manaksia Aluminium Company Limited,1629489920.0,Basic Materials
MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,7885655552.0,Industrials
MANAKSIA.NS,Manaksia Limited,4167307008.0,Industrials
MANAKSTEEL.NS,Manaksia Steels Limited,3774103040.0,Basic Materials
MANALIPETC.NS,Manali Petrochemicals Limited,8902668288.0,Basic Materials
MANAPPURAM.NS,Manappuram Finance Limited,193562755072.0,Financial Services
MANBA.NS,,6261336064.0,Financial Services
MANCREDIT.NS,Mangal Credit and Fincorp Limited,3066385920.0,Financial Services
MANGALAM.NS,Mangalam Drugs & Organics Limited,1142013568.0,Healthcare
MANGCHEFER.NS,Mangalore Chemicals & Fertilizers Limited,25955969024.0,Basic Materials
MANGLMCEM.NS,Mangalam Cement Limited,20284727296.0,Basic Materials
MANINDS.NS,Man Industries (India) Limited,16869993472.0,Basic Materials
MANINFRA.NS,Man Infraconstruction Limited,54792339456.0,Industrials
MANKIND.NS,Mankind Pharma Limited,988539322368.0,Healthcare
MANOMAY.NS,Manomay Tex India Limited,3025006848.0,Consumer Cyclical
MANORAMA.NS,Manorama Industries Limited,74969579520.0,Consumer Defensive
MANORG.NS,Mangalam Organics Limited,3272637696.0,Basic Materials
MANUGRAPH.NS,Manugraph India Limited,481775200.0,Industrials
MANYAVAR.NS,Vedant Fashions Limited,172356616192.0,Consumer Cyclical
MAPMYINDIA.NS,C. E. Info Systems Limited,99082674176.0,Technology
MARALOVER.NS,Maral Overseas Limited,2779394560.0,Consumer Cyclical
MARATHON.NS,Marathon Nextgen Realty Limited,24861593600.0,Real Estate
MARICO.NS,Marico Limited,932219060224.0,Consumer Defensive
MARINE.NS,Marine Electricals (India) Limited,23215048704.0,Industrials
MARKSANS.NS,Marksans Pharma Limited,102007218176.0,Healthcare
MARSHALL.NS,Marshall Machines Limited,263391232.0,Industrials
MARUTI.NS,Maruti Suzuki India Limited,3850179182592.0,Consumer Cyclical
MASFIN.NS,MAS Financial Services Limited,42299207680.0,Financial Services
MASKINVEST.NS,Mask Investments Limited,529635840.0,Financial Services
MASTEK.NS,Mastek Limited,66121662464.0,Technology
MASTERTR.NS,Master Trust Limited,16404306944.0,Financial Services
MATRIMONY.NS,Matrimony.com Limited,10953435136.0,Communication Services
MAWANASUG.NS,Mawana Sugars Limited,3335366144.0,Consumer Defensive
MAXESTATES.NS,,60569288704.0,Real Estate
MAXHEALTH.NS,Max Healthcare Institute Limited,1089868398592.0,Healthcare
MAXIND.NS,Max India Limited,8060017664.0,Healthcare
MAXIND-RE.NS,,,
MAYURUNIQ.NS,Mayur Uniquoters Limited,22415022080.0,Consumer Cyclical
MAZDA.NS,Mazda Limited,4188995072.0,Industrials
